字,假名,送假名,旧字体,音训读,简体字,等级,类别
掠,りゃく,,,音读,,准1级,人名用汉字
掠,りょう,,,音读,,准1级,人名用汉字
掠,かす,める,,训读,,准1级,人名用汉字
掠,かす,る,,训读,,准1级,人名用汉字
掠,かす,れる,,训读,,准1级,人名用汉字
掠,さら,う,,训读,,准1级,人名用汉字
掠,むちう,つ,,训读,,准1级,人名用汉字
痔,じ,,,音读,,准1级,
痔,しもがさ,,,训读,,准1级,
渕,えん,,,音读,,准1级,
渕,おくぶか,い,,训读,,准1级,
渕,ふか,い,,训读,,准1级,
渕,ふち,,,训读,,准1级,
庵,あん,,,音读,,准1级,人名用汉字
庵,いおり,,,训读,,准1级,人名用汉字
琉,りゅう,,,音读,,准1级,人名用汉字
琉,る,,,音读,,准1级,人名用汉字
笹,ささ,,,训读,,准1级,人名用汉字
梱,こん,,,音读,,准1级,
梱,こうり,,,训读,,准1级,
梱,こり,,,训读,,准1级,
梱,しきみ,,,训读,,准1级,
萊,らい,,,音读,莱,准1级,人名用汉字
萊,あかざ,,,训读,莱,准1级,人名用汉字
萊,あれち,,,训读,莱,准1级,人名用汉字
惚,こつ,,,音读,,准1级,人名用汉字
惚,とぼ,ける,,训读,,准1级,人名用汉字
惚,ほう,ける,,训读,,准1级,人名用汉字
惚,ぼ,ける,,训读,,准1级,人名用汉字
惚,ほ,れる,,训读,,准1级,人名用汉字
笥,し,,,音读,,准1级,
笥,す,,,音读,,准1级,
笥,け,,,训读,,准1级,
笥,はこ,,,训读,,准1级,
偲,さい,,,音读,,准1级,人名用汉字
偲,し,,,音读,,准1级,人名用汉字
偲,しの,ぶ,,训读,,准1级,人名用汉字
匙,し,,,音读,,准1级,
匙,さじ,,,训读,,准1级,
埜,や,,,音读,,准1级,人名用汉字
埜,しょ,,,音读,,准1级,人名用汉字
埜,の,,,训读,,准1级,人名用汉字
埜,いなかや,,,训读,,准1级,人名用汉字
埜,いや,しい,,训读,,准1级,人名用汉字
蛎,れい,,,音读,,准1级,
蛎,かき,,,训读,,准1级,
崕,がい,,,音读,,准1级,
崕,がけ,,,训读,,准1级,
崕,かどだ,つ,,训读,,准1级,
婁,る,,,音读,娄,准1级,
婁,ろう,,,音读,娄,准1级,
婁,つな,ぐ,,训读,娄,准1级,
婁,つな,がれる,,训读,娄,准1级,
淋,りん,,,音读,,准1级,人名用汉字
淋,さび,しい,,训读,,准1级,人名用汉字
淋,したた,る,,训读,,准1级,人名用汉字
淋,そそ,ぐ,,训读,,准1级,人名用汉字
淋,りんびょう,,,训读,,准1级,人名用汉字
梓,し,,,音读,,准1级,人名用汉字
梓,あずさ,,,训读,,准1级,人名用汉字
梓,はんぎ,,,训读,,准1级,人名用汉字
菱,りょう,,,音读,,准1级,人名用汉字
菱,ひし,,,训读,,准1级,人名用汉字
惟,い,,,音读,,准1级,人名用汉字
惟,ゆい,,,音读,,准1级,人名用汉字
惟,おも,う,,训读,,准1级,人名用汉字
惟,おも,うに,,训读,,准1级,人名用汉字
惟,おもんみ,る,,训读,,准1级,人名用汉字
惟,これ,,,训读,,准1级,人名用汉字
惟,ただ,,,训读,,准1级,人名用汉字
釦,こう,,,音读,,准1级,
釦,ボタン,,,训读,,准1级,
啞,あ,,,音读,哑,准1级,
啞,あく,,,音读,哑,准1级,
啞,ああ,,,训读,哑,准1级,
啞,おし,,,训读,哑,准1级,
啞,わら,う,,训读,哑,准1级,
悉,しつ,,,音读,,准1级,人名用汉字
悉,ことごと,く,,训读,,准1级,人名用汉字
悉,つく,す,,训读,,准1级,人名用汉字
悉,つぶさ,に,,训读,,准1级,人名用汉字
掩,えん,,,音读,,准1级,
掩,おお,う,,训读,,准1级,
掩,かば,う,,训读,,准1级,
掩,たちま,ち,,训读,,准1级,
凰,おう,,,音读,,准1级,人名用汉字
凰,こう,,,音读,,准1级,人名用汉字
凰,おおとり,,,训读,,准1级,人名用汉字
萌,ほう,,,音读,,准1级,人名用汉字
萌,ぼう,,,音读,,准1级,人名用汉字
萌,きざ,す,,训读,,准1级,人名用汉字
萌,たみ,,,训读,,准1级,人名用汉字
萌,めぐ,む,,训读,,准1级,人名用汉字
萌,めば,え,,训读,,准1级,人名用汉字
萌,も,える,,训读,,准1级,人名用汉字
萌,も,やし,,训读,,准1级,人名用汉字
這,しゃ,,,音读,这,准1级,人名用汉字
這,こ,の,,训读,这,准1级,人名用汉字
這,これ,,,训读,这,准1级,人名用汉字
這,は,う,,训读,这,准1级,人名用汉字
偓,あく,,,音读,,准1级,
偓,かか,わる,,训读,,准1级,
椛,かば,,,训读,,准1级,人名用汉字
椛,もみじ,,,训读,,准1级,人名用汉字
啐,さい,,,音读,,准1级,
啐,しゅつ,,,音读,,准1级,
啐,そつ,,,音读,,准1级,
啐,な,める,,训读,,准1级,
捲,けん,,,音读,卷,准1级,人名用汉字
捲,ま,く,,训读,卷,准1级,人名用汉字
捲,まく,る,,训读,卷,准1级,人名用汉字
捲,めく,る,,训读,卷,准1级,人名用汉字
萠,ほう,,,音读,,准1级,人名用汉字
萠,ぼう,,,音读,,准1级,人名用汉字
萠,きざ,す,,训读,,准1级,人名用汉字
萠,たみ,,,训读,,准1级,人名用汉字
萠,めぐ,む,,训读,,准1级,人名用汉字
萠,めば,え,,训读,,准1级,人名用汉字
萠,も,える,,训读,,准1级,人名用汉字
萠,も,やし,,训读,,准1级,人名用汉字
雀,じゃく,,,音读,,准1级,人名用汉字
雀,すずめ,,,训读,,准1级,人名用汉字
焔,えん,,,音读,,准1级,
焔,ほのお,,,训读,,准1级,
焔,も,える,,训读,,准1级,
逢,ほう,,,音读,,准1级,人名用汉字
逢,あ,う,,训读,,准1级,人名用汉字
逢,おお,きい,,训读,,准1级,人名用汉字
逢,むか,える,,训读,,准1级,人名用汉字
淘,とう,,,音读,,准1级,
淘,よな,げる,,训读,,准1级,
捧,ほう,,,音读,,准1级,人名用汉字
捧,かか,える,,训读,,准1级,人名用汉字
捧,ささ,げる,,训读,,准1级,人名用汉字
烹,ほう,,,音读,,准1级,
烹,に,る,,训读,,准1级,
喬,きょう,,,音读,乔,准1级,人名用汉字
喬,おご,る,,训读,乔,准1级,人名用汉字
喬,たか,い,,训读,乔,准1级,人名用汉字
椀,わん,,,音读,,准1级,人名用汉字
椀,はち,,,训读,,准1级,人名用汉字
註,ちゅう,,,音读,,准1级,人名用汉字
註,ときあか,す,,训读,,准1级,人名用汉字
椙,すぎ,,,训读,,准1级,
湛,たん,,,音读,,准1级,人名用汉字
湛,ちん,,,音读,,准1级,人名用汉字
湛,あつ,い,,训读,,准1级,人名用汉字
湛,しず,む,,训读,,准1级,人名用汉字
湛,たた,える,,训读,,准1级,人名用汉字
湛,ふか,い,,训读,,准1级,人名用汉字
湛,ふけ,る,,训读,,准1级,人名用汉字
棲,せい,,,音读,,准1级,人名用汉字
棲,す,,,训读,,准1级,人名用汉字
棲,すみか,,,训读,,准1级,人名用汉字
棲,す,む,,训读,,准1级,人名用汉字
葢,がい,,,音读,,准1级,
葢,こう,,,音读,,准1级,
葢,ふた,,,训读,,准1级,
葢,おお,い,,训读,,准1级,
葢,おお,う,,训读,,准1级,
葢,かさ,,,训读,,准1级,
葢,けだ,し,,训读,,准1级,
渠,きょ,,,音读,,准1级,
渠,おお,きい,,训读,,准1级,
渠,かしら,,,训读,,准1级,
渠,かれ,,,训读,,准1级,
渠,なん,ぞ,,训读,,准1级,
渠,みぞ,,,训读,,准1级,
卿,きょう,,,音读,,准1级,人名用汉字
卿,けい,,,音读,,准1级,人名用汉字
卿,きみ,,,训读,,准1级,人名用汉字
卿,くげ,,,训读,,准1级,人名用汉字
貰,せい,,,音读,贳,准1级,人名用汉字
貰,か,りる,,训读,贳,准1级,人名用汉字
貰,もら,う,,训读,贳,准1级,人名用汉字
貰,ゆる,す,,训读,贳,准1级,人名用汉字
鈎,く,,,音读,,准1级,
鈎,こう,,,音读,,准1级,
鈎,かぎ,,,训读,,准1级,
鈎,か,ける,,训读,,准1级,
鈎,つりばり,,,训读,,准1级,
鈎,はり,,,训读,,准1级,
鈎,ま,がる,,训读,,准1级,
欽,きん,,,音读,钦,准1级,人名用汉字
